row,100
mounet              ,[13 15 21 14  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourais             ,[13 15 21 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourait             ,[13 15 21 18  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourant             ,[13 15 21 18  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourante            ,[13 15 21 18  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
mourants            ,[13 15 21 18  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
mourez              ,[13 15 21 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourir              ,[13 15 21 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourons             ,[13 15 21 18 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourra              ,[13 15 21 18 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourrai             ,[13 15 21 18 18  1  9  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourrais            ,[13 15 21 18 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
mourras             ,[13 15 21 18 18  1 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourrez             ,[13 15 21 18 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourrions           ,[13 15 21 18 18  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
mourrons            ,[13 15 21 18 18 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
mourut              ,[13 15 21 18 21 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mourûtes            ,[13 15 21 18 36 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
mousquet            ,[13 15 21 19 17 21  5 20  0  0  0  0  0  0  0  0  0  0  0  0]
mousquetaire        ,[13 15 21 19 17 21  5 20  1  9 18  5  0  0  0  0  0  0  0  0]
mousqueton          ,[13 15 21 19 17 21  5 20 15 14  0  0  0  0  0  0  0  0  0  0]
mousquets           ,[13 15 21 19 17 21  5 20 19  0  0  0  0  0  0  0  0  0  0  0]
moustache           ,[13 15 21 19 20  1  3  8  5  0  0  0  0  0  0  0  0  0  0  0]
mouton              ,[13 15 21 20 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mouvement           ,[13 15 21 22  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
mouvements          ,[13 15 21 22  5 13  5 14 20 19  0  0  0  0  0  0  0  0  0  0]
mouvoir             ,[13 15 21 22 15  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
moyen               ,[13 15 25  5 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
moyennant           ,[13 15 25  5 14 14  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
moyens              ,[13 15 25  5 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mr                  ,[13 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mucosités           ,[13 21  3 15 19  9 20 27 19  0  0  0  0  0  0  0  0  0  0  0]
muet                ,[13 21  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
muette              ,[13 21  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
muettes             ,[13 21  5 20 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mugissant           ,[13 21  7  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
mugissements        ,[13 21  7  9 19 19  5 13  5 14 20 19  0  0  0  0  0  0  0  0]
mulet               ,[13 21 12  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
multa               ,[13 21 12 20  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
multitude           ,[13 21 12 20  9 20 21  4  5  0  0  0  0  0  0  0  0  0  0  0]
mundus              ,[13 21 14  4 21 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
muoro               ,[13 21 15 18 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
muraille            ,[13 21 18  1  9 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
murailles           ,[13 21 18  1  9 12 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
murmure             ,[13 21 18 13 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
murmurer            ,[13 21 18 13 21 18  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
murmures            ,[13 21 18 13 21 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
murs                ,[13 21 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
muses               ,[13 21 19  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
musettes            ,[13 21 19  5 20 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
musiciens           ,[13 21 19  9  3  9  5 14 19  0  0  0  0  0  0  0  0  0  0  0]
musique             ,[13 21 19  9 17 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
musée               ,[13 21 19 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutilé              ,[13 21 20  9 12 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutinez             ,[13 21 20  9 14  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutiné              ,[13 21 20  9 14 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutinée             ,[13 21 20  9 14 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutuel              ,[13 21 20 21  5 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mutuelle            ,[13 21 20 21  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
mutuellement        ,[13 21 20 21  5 12 12  5 13  5 14 20  0  0  0  0  0  0  0  0]
mutuels             ,[13 21 20 21  5 12 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mycène              ,[13 25  3 28 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mycènes             ,[13 25  3 28 14  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
myrrha              ,[13 25 18 18  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
myrte               ,[13 25 18 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
myrtes              ,[13 25 18 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mystère             ,[13 25 19 20 27 18  9  5 21 19  5  0  0  0  0  0  0  0  0  0]
mystères            ,[13 25 19 20 27 18  9  5 21 24  0  0  0  0  0  0  0  0  0  0]
mystérieuse         ,[13 25 19 20 28 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
mystérieux          ,[13 25 19 20 28 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
mythologie          ,[13 25 20  8 15 12 15  7  9  5  0  0  0  0  0  0  0  0  0  0]
mà                  ,[13 27  1 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mânes               ,[13 27  3  8  1 13 13  5 14 20  0  0  0  0  0  0  0  0  0  0]
mèche               ,[13 27  3  8  1 14  3  5 20 27  0  0  0  0  0  0  0  0  0  0]
mène                ,[13 27  3  8  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
mènent              ,[13 27  3  8  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
mère                ,[13 27  3  8  1 14 20  5 19  0  0  0  0  0  0  0  0  0  0  0]
mères               ,[13 27  3  8  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
mètres              ,[13 27  3 15 13 16 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
méats               ,[13 27  3 15 14 14  1 35 20 18  1  9 20  0  0  0  0  0  0  0]
méchamment          ,[13 27  3 15 14 14  1 35 20 18  5  0  0  0  0  0  0  0  0  0]
méchanceté          ,[13 27  3 15 14 20  5 14 20  5 13  5 14 20  0  0  0  0  0  0]
méchant             ,[13 27  4  5  3  9 14  0  0  0  0  0  0  0  0  0  0  0  0  0]
méchante            ,[13 27  4  5  3  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0]
méchantes           ,[13 27  4  5  3  9 14  5 19  0  0  0  0  0  0  0  0  0  0  0]
méchants            ,[13 27  4  5  3  9 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
mécompte            ,[13 27  4  9  3  1 13  5 14 20  0  0  0  0  0  0  0  0  0  0]
méconnaîtrait       ,[13 27  4  9  3  1 13  5 14 20 19  0  0  0  0  0  0  0  0  0]
méconnaître         ,[13 27  4  9 15  3 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
mécontentement      ,[13 27  4  9 15  3 18  5 13  5 14 20  0  0  0  0  0  0  0  0]
médecin             ,[13 27  4  9 15  3 18  5 19  0  0  0  0  0  0  0  0  0  0  0]
médecine            ,[13 27  4  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
médecines           ,[13 27  4  9 19  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0]
médecins            ,[13 27  4  9 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
médicament          ,[13 27  4  9 19  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0]
médicaments         ,[13 27  4  9 19  1 14 20  5 19  0  0  0  0  0  0  0  0  0  0]
médiocre            ,[13 27  4  9 19  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0]
médiocrement        ,[13 27  4  9 20  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
médiocres           ,[13 27  4  9 20  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0]
médire              ,[13 27  4  9 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
médisance           ,[13 27  4  9 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
médisant            ,[13 27  4 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
médisante           ,[13 27  6  9  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0  0]
médisantes          ,[13 27  6  9  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
médisants           ,[13 27  7 28 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
médita              ,[13 27 12  1 14  3 15 12  9  5  0  0  0  0  0  0  0  0  0  0]
méditation          ,[13 27 12  1 14  3 15 12  9 17 21  5  0  0  0  0  0  0  0  0]
médite              ,[13 27 12  1 14  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
méditez             ,[13 27 12  9  3  5 18 20  5  0  0  0  0  0  0  0  0  0  0  0]
médée               ,[13 27 13 15  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
méfiance            ,[13 27 13 15  9 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
méfiante            ,[13 27 13 15 18  1  2 12  5  0  0  0  0  0  0  0  0  0  0  0]
mégère              ,[13 27 14  1  4  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mélancolie          ,[13 27 14  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mélancolique        ,[13 27 14  1  7  5 15 14 19  0  0  0  0  0  0  0  0  0  0  0]
mélange             ,[13 27 14  1  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
mélicerte           ,[13 27 14  1  7  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
mémoire             ,[13 27 14 27 12  1 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mémoires            ,[13 27 16 18  5 14  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
mémorable           ,[13 27 16 18  5 14  4  0  0  0  0  0  0  0  0  0  0  0  0  0]
ménades             ,[13 27 16 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ménage              ,[13 27 16 18  9 19  1  2 12  5  0  0  0  0  0  0  0  0  0  0]
ménageons           ,[13 27 16 18  9 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0]
ménager             ,[13 27 16 18  9 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ménagez             ,[13 27 16 18  9 19  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
ménélas             ,[13 27 16 18  9 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
méprenant           ,[13 27 16 18  9 19 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
méprend             ,[13 27 18  9 20  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0]
mépris              ,[13 27 18  9 20  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
méprisable          ,[13 27 18  9 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
méprisant           ,[13 27 18  9 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
méprise             ,[13 27 18  9 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
mépriser            ,[13 27 18  9 20  5 18  1  9 20  0  0  0  0  0  0  0  0  0  0]
méprisé             ,[13 27 18  9 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
méprisée            ,[13 27 18  9 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
méritaient          ,[13 27 18  9 20  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
méritait            ,[13 27 18  9 20 15  9 18  5  0  0  0  0  0  0  0  0  0  0  0]
mérite              ,[13 27 18  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
méritent            ,[13 27 18  9 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
mériter             ,[13 27 18  9 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
mériterait          ,[13 27 18 15 16  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mérites             ,[13 27 20  1  9 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
méritez             ,[13 27 20  1  9 18  9  5  0  0  0  0  0  0  0  0  0  0  0  0]
méritiez            ,[13 27 20  1 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
méritoire           ,[13 27 20  1 13 15 18 16  8 15 19  5  0  0  0  0  0  0  0  0]
mérité              ,[13 27 20  1 13 15 18 16  8 15 19  5 19  0  0  0  0  0  0  0]
méritée             ,[13 27 20  8 15  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
mérités             ,[13 27 20  9  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mérope              ,[13 28  3  8  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métail              ,[13 28 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métairie            ,[13 28 14  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métal               ,[13 28 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métamorphose        ,[13 28 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métamorphoses       ,[13 28 20 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
méthode             ,[13 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
métier              ,[13 32 14  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêle                ,[13 34 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlent              ,[13 34 12  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêler               ,[13 34 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlerai             ,[13 34 12  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlerait            ,[13 34 12  5 18  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
mêleront            ,[13 34 12  5 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
mêles               ,[13 34 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlez               ,[13 34 12  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlons              ,[13 34 12 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlée               ,[13 34 12 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlées              ,[13 34 12 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêlés               ,[13 34 12 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
même                ,[13 34 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mêmes               ,[13 34 13  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mît                 ,[13 35 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
mûr                 ,[13 36 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
n                   ,[14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nacre               ,[14  1  3 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nage                ,[14  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nagera              ,[14  1  7  5 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naine               ,[14  1  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naissance           ,[14  1  9 19 19  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0]
naissant            ,[14  1  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
naissante           ,[14  1  9 19 19  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0]
naissants           ,[14  1  9 19 19  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0]
naissent            ,[14  1  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
nanti               ,[14  1 14 20  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naples              ,[14  1 16 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naquirent           ,[14  1 17 21  9 18  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
naquit              ,[14  1 17 21  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
narrateur           ,[14  1 18 18  1 20  5 21 18  0  0  0  0  0  0  0  0  0  0  0]
narration           ,[14  1 18 18  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0]
narrations          ,[14  1 18 18  1 20  9 15 14 19  0  0  0  0  0  0  0  0  0  0]
nasarde             ,[14  1 19  1 18  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
natale              ,[14  1 20  1 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nation              ,[14  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
natura              ,[14  1 20 21 18  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naturae             ,[14  1 20 21 18  1  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
naturalistes        ,[14  1 20 21 18  1 12  9 19 20  5 19  0  0  0  0  0  0  0  0]
nature              ,[14  1 20 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naturel             ,[14  1 20 21 18  5 12  0  0  0  0  0  0  0  0  0  0  0  0  0]
naturelle           ,[14  1 20 21 18  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0]
naturellement       ,[14  1 20 21 18  5 12 12  5 13  5 14 20  0  0  0  0  0  0  0]
naturelles          ,[14  1 20 21 18  5 12 12  5 19  0  0  0  0  0  0  0  0  0  0]
naturels            ,[14  1 20 21 18  5 12 19  0  0  0  0  0  0  0  0  0  0  0  0]
naufrage            ,[14  1 21  6 18  1  7  5  0  0  0  0  0  0  0  0  0  0  0  0]
naufrages           ,[14  1 21  6 18  1  7  5 19  0  0  0  0  0  0  0  0  0  0  0]
navarre             ,[14  1 22  1 18 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
naît                ,[14  1 35 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naître              ,[14  1 35 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naïades             ,[14  1 38  1  4  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
naïve               ,[14  1 38 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
naïvement           ,[14  1 38 22  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
ne                  ,[14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
necesse             ,[14  5  3  5 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
nego                ,[14  5  7 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neige               ,[14  5  9  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nenni               ,[14  5 14 14  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neptune             ,[14  5 16 20 21 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
nestor              ,[14  5 19 20 15 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
net                 ,[14  5 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nette               ,[14  5 20 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nettement           ,[14  5 20 20  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
nettoya             ,[14  5 20 20 15 25  1  0  0  0  0  0  0  0  0  0  0  0  0  0]
nettoyer            ,[14  5 20 20 15 25  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
neuf                ,[14  5 21  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neutre              ,[14  5 21 20 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neuvième            ,[14  5 21 22  9 28 13  5  0  0  0  0  0  0  0  0  0  0  0  0]
nevers              ,[14  5 22  5 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neveu               ,[14  5 22  5 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
neveux              ,[14  5 22  5 21 24  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nez                 ,[14  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ni                  ,[14  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nicher              ,[14  9  3  8  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nicole              ,[14  9  3 15 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nicomède            ,[14  9  3 15 13 28  4  5  0  0  0  0  0  0  0  0  0  0  0  0]
nicot               ,[14  9  3 15 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nie                 ,[14  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nier                ,[14  9  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nigaud              ,[14  9  7  1 21  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nippe               ,[14  9 16 16  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nippes              ,[14  9 16 16  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nivelle             ,[14  9 22  5 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
nièce               ,[14  9 28  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
no                  ,[14 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nobis               ,[14 15  2  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noble               ,[14 15  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noblement           ,[14 15  2 12  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
nobles              ,[14 15  2 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noblesse            ,[14 15  2 12  5 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0]
noce                ,[14 15  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noces               ,[14 15  3  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nocher              ,[14 15  3  8  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noeud               ,[14 15  5 21  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noeuds              ,[14 15  5 21  4 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noir                ,[14 15  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noirceur            ,[14 15  9 18  3  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0]
noircir             ,[14 15  9 18  3  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
noire               ,[14 15  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noires              ,[14 15  9 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noirs               ,[14 15  9 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nom                 ,[14 15 13  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nombre              ,[14 15 13  2 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nombres             ,[14 15 13  2 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nombreuse           ,[14 15 13  2 18  5 21 19  5  0  0  0  0  0  0  0  0  0  0  0]
nombreux            ,[14 15 13  2 18  5 21 24  0  0  0  0  0  0  0  0  0  0  0  0]
nomine              ,[14 15 13  9 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nomme               ,[14 15 13 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nomment             ,[14 15 13 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommer              ,[14 15 13 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommerai            ,[14 15 13 13  5 18  1  9  0  0  0  0  0  0  0  0  0  0  0  0]
nommez              ,[14 15 13 13  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommons             ,[14 15 13 13 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommé               ,[14 15 13 13 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommée              ,[14 15 13 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nommés              ,[14 15 13 13 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
noms                ,[14 15 13 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
non                 ,[14 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nonagénaire         ,[14 15 14  1  7 27 14  1  9 18  5  0  0  0  0  0  0  0  0  0]
nonobstant          ,[14 15 14 15  2 19 20  1 14 20  0  0  0  0  0  0  0  0  0  0]
nord                ,[14 15 18  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
normande            ,[14 15 18 13  1 14  4  5  0  0  0  0  0  0  0  0  0  0  0  0]
nos                 ,[14 15 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nostrae             ,[14 15 19 20 18  1  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
nostris             ,[14 15 19 20 18  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nostro              ,[14 15 19 20 18 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
nostros             ,[14 15 19 20 18 15 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
nota                ,[14 15 20  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
notable             ,[14 15 20  1  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
notaire             ,[14 15 20  1  9 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
notamment           ,[14 15 20  1 13 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
note                ,[14 15 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
notes               ,[14 15 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
